Países,Quantidade (Kg),Valor (US$),Ano,Preco_fechamento,Cambio%,Cambio,Minimo,Maximo,Quantidade (L),Valor (R$),Valor (L) US$,Valor (L) R$,CONTINENTE,Market_Share,Quantidade_Volume
Afeganistão,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
África do Sul,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Alemanha,213348,761653.0,2014,2.66,+12.51%,2.35,2.18,2.76,214420.1,1789884.55,3.55,8.35,Europa,10.19,Alto
Angola,12182,23124.0,2014,2.66,+12.51%,2.35,2.18,2.76,12243.22,54341.4,1.89,4.44,África,0.31,Baixo
Anguilla,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Antígua e Barbuda,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Antilhas Holandesas,4455,7169.0,2014,2.66,+12.51%,2.35,2.18,2.76,4477.39,16847.15,1.6,3.76,,0.1,Baixo
Arábia Saudita,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Argélia,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Argentina,20385,95130.0,2014,2.66,+12.51%,2.35,2.18,2.76,20487.44,223555.5,4.64,10.91,América do Sul,1.27,Médio
Aruba,450,755.0,2014,2.66,+12.51%,2.35,2.18,2.76,452.26,1774.25,1.67,3.92,América do Norte e Central,0.01,Muito Baixo
Austrália,6308,43709.0,2014,2.66,+12.51%,2.35,2.18,2.76,6339.7,102716.15,6.89,16.2,Austrália/Oceania,0.58,Baixo
Áustria,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Bahamas,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Bangladesh,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Barbados,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Barein,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Bélgica,151320,704093.0,2014,2.66,+12.51%,2.35,2.18,2.76,152080.4,1654618.55,4.63,10.88,Europa,9.42,Alto
Belice,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Benin,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Bermudas,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Bolívia,12534,18303.0,2014,2.66,+12.51%,2.35,2.18,2.76,12596.98,43012.05,1.45,3.41,América do Sul,0.24,Médio
Bósnia-Herzegovina,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Brasil,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Bulgária,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Cabo Verde,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Camarões,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Canadá,35082,226875.0,2014,2.66,+12.51%,2.35,2.18,2.76,35258.29,533156.25,6.43,15.12,América do Norte e Central,3.04,Médio
Catar,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Ilhas Cayman,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Chile,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
China,64040,455340.0,2014,2.66,+12.51%,2.35,2.18,2.76,64361.81,1070049.0,7.07,16.63,Ásia,6.09,Alto
Chipre,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Cingapura,541,3887.0,2014,2.66,+12.51%,2.35,2.18,2.76,543.72,9134.45,7.15,16.8,Ásia,0.05,Muito Baixo
Ilhas Cocos,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Colômbia,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Comores,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Congo,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Coréia do Sul,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Costa do Marfim,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Costa Rica,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Coveite (Kuweit),0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Croácia,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Cuba,38875,43200.0,2014,2.66,+12.51%,2.35,2.18,2.76,39070.35,101520.0,1.11,2.6,América do Norte e Central,0.58,Médio
Curaçao,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Dinamarca,3240,16871.0,2014,2.66,+12.51%,2.35,2.18,2.76,3256.28,39646.85,5.18,12.18,Europa,0.23,Muito Baixo
Dominica,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
El Salvador,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Emirados Arabes Unidos,640,3381.0,2014,2.66,+12.51%,2.35,2.18,2.76,643.22,7945.35,5.26,12.35,,0.05,Muito Baixo
Equador,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Eslováquia,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Espanha,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Estados Unidos,222267,494216.0,2014,2.66,+12.51%,2.35,2.18,2.76,223383.92,1161407.6,2.21,5.2,,6.61,Alto
Estônia,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Filipinas,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Ásia,0.0,Sem Volume
Finlândia,12960,94962.0,2014,2.66,+12.51%,2.35,2.18,2.76,13025.13,223160.7,7.29,17.13,Europa,1.27,Médio
França,33755,167807.0,2014,2.66,+12.51%,2.35,2.18,2.76,33924.62,394346.45,4.95,11.62,Europa,2.25,Médio
Gabão,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gana,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,África,0.0,Sem Volume
Gibraltar,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Granada,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Grécia,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
Guatemala,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Guiana,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guiana Francesa,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Sul,0.0,Sem Volume
Guine Bissau,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,,0.0,Sem Volume
Guine Equatorial,5646,11983.0,2014,2.66,+12.51%,2.35,2.18,2.76,5674.37,28160.05,2.11,4.96,,0.16,Baixo
Haiti,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Honduras,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,América do Norte e Central,0.0,Sem Volume
Hong Kong,18130,63534.0,2014,2.66,+12.51%,2.35,2.18,2.76,18221.11,149304.9,3.49,8.19,,0.85,Médio
Hungria,0,0.0,2014,2.66,+12.51%,2.35,2.18,2.76,0.0,0.0,0.0,0.0,Europa,0.0,Sem Volume
